OrderID     LastName             FirstName  OrderDate
10349       King                 Robert     1996-11-08 00:00:00.000
10350       Suyama               Michael    1996-11-11 00:00:00.000
10351       Davolio              Nancy      1996-11-11 00:00:00.000
10352       Leverling            Janet      1996-11-12 00:00:00.000
10353       King                 Robert     1996-11-13 00:00:00.000
10354       Callahan             Laura      1996-11-14 00:00:00.000
10355       Suyama               Michael    1996-11-15 00:00:00.000
10356       Suyama               Michael    1996-11-18 00:00:00.000
10357       Davolio              Nancy      1996-11-19 00:00:00.000
10358       Buchanan             Steven     1996-11-20 00:00:00.000
10359       Buchanan             Steven     1996-11-21 00:00:00.000
10360       Peacock              Margaret   1996-11-22 00:00:00.000
10361       Davolio              Nancy      1996-11-22 00:00:00.000
10362       Leverling            Janet      1996-11-25 00:00:00.000
10363       Peacock              Margaret   1996-11-26 00:00:00.000
10364       Davolio              Nancy      1996-11-26 00:00:00.000
10365       Leverling            Janet      1996-11-27 00:00:00.000
10366       Callahan             Laura      1996-11-28 00:00:00.000
10367       King                 Robert     1996-11-28 00:00:00.000
10368       Fuller               Andrew     1996-11-29 00:00:00.000
10369       Callahan             Laura      1996-12-02 00:00:00.000
10370       Suyama               Michael    1996-12-03 00:00:00.000
10371       Davolio              Nancy      1996-12-03 00:00:00.000
10372       Buchanan             Steven     1996-12-04 00:00:00.000
10373       Peacock              Margaret   1996-12-05 00:00:00.000
10374       Davolio              Nancy      1996-12-05 00:00:00.000
10375       Leverling            Janet      1996-12-06 00:00:00.000
10376       Davolio              Nancy      1996-12-09 00:00:00.000
10377       Davolio              Nancy      1996-12-09 00:00:00.000
10378       Buchanan             Steven     1996-12-10 00:00:00.000
10379       Fuller               Andrew     1996-12-11 00:00:00.000
10380       Callahan             Laura      1996-12-12 00:00:00.000
10381       Leverling            Janet      1996-12-12 00:00:00.000
10382       Peacock              Margaret   1996-12-13 00:00:00.000
10383       Callahan             Laura      1996-12-16 00:00:00.000
10384       Leverling            Janet      1996-12-16 00:00:00.000
10385       Davolio              Nancy      1996-12-17 00:00:00.000
10386       Dodsworth            Anne       1996-12-18 00:00:00.000
10387       Davolio              Nancy      1996-12-18 00:00:00.000
10388       Fuller               Andrew     1996-12-19 00:00:00.000
10389       Peacock              Margaret   1996-12-20 00:00:00.000
10390       Suyama               Michael    1996-12-23 00:00:00.000
10391       Leverling            Janet      1996-12-23 00:00:00.000
10392       Fuller               Andrew     1996-12-24 00:00:00.000
10393       Davolio              Nancy      1996-12-25 00:00:00.000
10394       Davolio              Nancy      1996-12-25 00:00:00.000
10395       Suyama               Michael    1996-12-26 00:00:00.000
10396       Davolio              Nancy      1996-12-27 00:00:00.000
10397       Buchanan             Steven     1996-12-27 00:00:00.000
10398       Fuller               Andrew     1996-12-30 00:00:00.000
10399       Callahan             Laura      1996-12-31 00:00:00.000
10400       Davolio              Nancy      1997-01-01 00:00:00.000
10401       Davolio              Nancy      1997-01-01 00:00:00.000
10402       Callahan             Laura      1997-01-02 00:00:00.000
10403       Peacock              Margaret   1997-01-03 00:00:00.000
10404       Fuller               Andrew     1997-01-03 00:00:00.000
10405       Davolio              Nancy      1997-01-06 00:00:00.000
10406       King                 Robert     1997-01-07 00:00:00.000
10407       Fuller               Andrew     1997-01-07 00:00:00.000
10408       Callahan             Laura      1997-01-08 00:00:00.000
10409       Leverling            Janet      1997-01-09 00:00:00.000
10410       Leverling            Janet      1997-01-10 00:00:00.000
10411       Dodsworth            Anne       1997-01-10 00:00:00.000
10412       Callahan             Laura      1997-01-13 00:00:00.000
10413       Leverling            Janet      1997-01-14 00:00:00.000
10414       Fuller               Andrew     1997-01-14 00:00:00.000
10415       Leverling            Janet      1997-01-15 00:00:00.000
10416       Callahan             Laura      1997-01-16 00:00:00.000
10417       Peacock              Margaret   1997-01-16 00:00:00.000
10418       Peacock              Margaret   1997-01-17 00:00:00.000
10419       Peacock              Margaret   1997-01-20 00:00:00.000
10420       Leverling            Janet      1997-01-21 00:00:00.000
10421       Callahan             Laura      1997-01-21 00:00:00.000
10422       Fuller               Andrew     1997-01-22 00:00:00.000
10423       Suyama               Michael    1997-01-23 00:00:00.000
10424       King                 Robert     1997-01-23 00:00:00.000
10425       Suyama               Michael    1997-01-24 00:00:00.000
10426       Peacock              Margaret   1997-01-27 00:00:00.000
10427       Peacock              Margaret   1997-01-27 00:00:00.000
10428       King                 Robert     1997-01-28 00:00:00.000
10429       Leverling            Janet      1997-01-29 00:00:00.000
10430       Peacock              Margaret   1997-01-30 00:00:00.000
10431       Peacock              Margaret   1997-01-30 00:00:00.000
10432       Leverling            Janet      1997-01-31 00:00:00.000
10433       Leverling            Janet      1997-02-03 00:00:00.000
10434       Leverling            Janet      1997-02-03 00:00:00.000
10435       Callahan             Laura      1997-02-04 00:00:00.000
10436       Leverling            Janet      1997-02-05 00:00:00.000
10437       Callahan             Laura      1997-02-05 00:00:00.000
10438       Leverling            Janet      1997-02-06 00:00:00.000
10439       Suyama               Michael    1997-02-07 00:00:00.000
10440       Peacock              Margaret   1997-02-10 00:00:00.000
10441       Leverling            Janet      1997-02-10 00:00:00.000
10442       Leverling            Janet      1997-02-11 00:00:00.000
10443       Callahan             Laura      1997-02-12 00:00:00.000
10444       Leverling            Janet      1997-02-12 00:00:00.000
10445       Leverling            Janet      1997-02-13 00:00:00.000
10446       Suyama               Michael    1997-02-14 00:00:00.000
10447       Peacock              Margaret   1997-02-14 00:00:00.000
10448       Peacock              Margaret   1997-02-17 00:00:00.000
10449       Leverling            Janet      1997-02-18 00:00:00.000
10450       Callahan             Laura      1997-02-19 00:00:00.000
10451       Peacock              Margaret   1997-02-19 00:00:00.000
10452       Callahan             Laura      1997-02-20 00:00:00.000
10453       Davolio              Nancy      1997-02-21 00:00:00.000
10454       Peacock              Margaret   1997-02-21 00:00:00.000
10455       Callahan             Laura      1997-02-24 00:00:00.000
10456       Callahan             Laura      1997-02-25 00:00:00.000
10457       Fuller               Andrew     1997-02-25 00:00:00.000
10458       King                 Robert     1997-02-26 00:00:00.000
10459       Peacock              Margaret   1997-02-27 00:00:00.000
10460       Callahan             Laura      1997-02-28 00:00:00.000
10461       Davolio              Nancy      1997-02-28 00:00:00.000
10462       Fuller               Andrew     1997-03-03 00:00:00.000
10463       Buchanan             Steven     1997-03-04 00:00:00.000
10464       Peacock              Margaret   1997-03-04 00:00:00.000
10465       Davolio              Nancy      1997-03-05 00:00:00.000
10466       Peacock              Margaret   1997-03-06 00:00:00.000
10467       Callahan             Laura      1997-03-06 00:00:00.000
10468       Leverling            Janet      1997-03-07 00:00:00.000
10469       Davolio              Nancy      1997-03-10 00:00:00.000
10470       Peacock              Margaret   1997-03-11 00:00:00.000
10471       Fuller               Andrew     1997-03-11 00:00:00.000
10472       Callahan             Laura      1997-03-12 00:00:00.000
10473       Davolio              Nancy      1997-03-13 00:00:00.000
10474       Buchanan             Steven     1997-03-13 00:00:00.000
10475       Dodsworth            Anne       1997-03-14 00:00:00.000
10476       Callahan             Laura      1997-03-17 00:00:00.000
10477       Buchanan             Steven     1997-03-17 00:00:00.000
10478       Fuller               Andrew     1997-03-18 00:00:00.000
10479       Leverling            Janet      1997-03-19 00:00:00.000
10480       Suyama               Michael    1997-03-20 00:00:00.000
10481       Callahan             Laura      1997-03-20 00:00:00.000
10482       Davolio              Nancy      1997-03-21 00:00:00.000
10483       King                 Robert     1997-03-24 00:00:00.000
10484       Leverling            Janet      1997-03-24 00:00:00.000
10485       Peacock              Margaret   1997-03-25 00:00:00.000
10486       Davolio              Nancy      1997-03-26 00:00:00.000
10487       Fuller               Andrew     1997-03-26 00:00:00.000
10488       Callahan             Laura      1997-03-27 00:00:00.000
10489       Suyama               Michael    1997-03-28 00:00:00.000
10490       King                 Robert     1997-03-31 00:00:00.000
10491       Callahan             Laura      1997-03-31 00:00:00.000
10492       Leverling            Janet      1997-04-01 00:00:00.000
10493       Peacock              Margaret   1997-04-02 00:00:00.000
10494       Peacock              Margaret   1997-04-02 00:00:00.000
10495       Leverling            Janet      1997-04-03 00:00:00.000
10496       King                 Robert     1997-04-04 00:00:00.000
10497       King                 Robert     1997-04-04 00:00:00.000
10498       Callahan             Laura      1997-04-07 00:00:00.000
10499       Peacock              Margaret   1997-04-08 00:00:00.000
10500       Suyama               Michael    1997-04-09 00:00:00.000
10501       Dodsworth            Anne       1997-04-09 00:00:00.000
10502       Fuller               Andrew     1997-04-10 00:00:00.000
10503       Suyama               Michael    1997-04-11 00:00:00.000
10504       Peacock              Margaret   1997-04-11 00:00:00.000
10505       Leverling            Janet      1997-04-14 00:00:00.000
10506       Dodsworth            Anne       1997-04-15 00:00:00.000
10507       King                 Robert     1997-04-15 00:00:00.000
10508       Davolio              Nancy      1997-04-16 00:00:00.000
10509       Peacock              Margaret   1997-04-17 00:00:00.000
10510       Suyama               Michael    1997-04-18 00:00:00.000
10511       Peacock              Margaret   1997-04-18 00:00:00.000
10512       King                 Robert     1997-04-21 00:00:00.000
10513       King                 Robert     1997-04-22 00:00:00.000
10514       Leverling            Janet      1997-04-22 00:00:00.000
10515       Fuller               Andrew     1997-04-23 00:00:00.000
10516       Fuller               Andrew     1997-04-24 00:00:00.000
10517       Leverling            Janet      1997-04-24 00:00:00.000
10518       Peacock              Margaret   1997-04-25 00:00:00.000
10519       Suyama               Michael    1997-04-28 00:00:00.000
10520       King                 Robert     1997-04-29 00:00:00.000
10521       Callahan             Laura      1997-04-29 00:00:00.000
10522       Peacock              Margaret   1997-04-30 00:00:00.000
10523       King                 Robert     1997-05-01 00:00:00.000
10524       Davolio              Nancy      1997-05-01 00:00:00.000
10525       Davolio              Nancy      1997-05-02 00:00:00.000
10526       Peacock              Margaret   1997-05-05 00:00:00.000
10527       King                 Robert     1997-05-05 00:00:00.000
10528       Suyama               Michael    1997-05-06 00:00:00.000
10529       Buchanan             Steven     1997-05-07 00:00:00.000
10530       Leverling            Janet      1997-05-08 00:00:00.000
10531       King                 Robert     1997-05-08 00:00:00.000
10532       King                 Robert     1997-05-09 00:00:00.000
10533       Callahan             Laura      1997-05-12 00:00:00.000
10534       Callahan             Laura      1997-05-12 00:00:00.000
10535       Peacock              Margaret   1997-05-13 00:00:00.000
10536       Leverling            Janet      1997-05-14 00:00:00.000
10537       Davolio              Nancy      1997-05-14 00:00:00.000
10538       Dodsworth            Anne       1997-05-15 00:00:00.000
10539       Suyama               Michael    1997-05-16 00:00:00.000
10540       Leverling            Janet      1997-05-19 00:00:00.000
10541       Fuller               Andrew     1997-05-19 00:00:00.000
10542       Davolio              Nancy      1997-05-20 00:00:00.000
10543       Callahan             Laura      1997-05-21 00:00:00.000
10544       Peacock              Margaret   1997-05-21 00:00:00.000
10545       Callahan             Laura      1997-05-22 00:00:00.000
10546       Davolio              Nancy      1997-05-23 00:00:00.000
10547       Leverling            Janet      1997-05-23 00:00:00.000
10548       Leverling            Janet      1997-05-26 00:00:00.000
10549       Buchanan             Steven     1997-05-27 00:00:00.000
10550       King                 Robert     1997-05-28 00:00:00.000
10551       Peacock              Margaret   1997-05-28 00:00:00.000
10552       Fuller               Andrew     1997-05-29 00:00:00.000
10553       Fuller               Andrew     1997-05-30 00:00:00.000
10554       Peacock              Margaret   1997-05-30 00:00:00.000
10555       Suyama               Michael    1997-06-02 00:00:00.000
10556       Fuller               Andrew     1997-06-03 00:00:00.000
10557       Dodsworth            Anne       1997-06-03 00:00:00.000
10558       Davolio              Nancy      1997-06-04 00:00:00.000
10559       Suyama               Michael    1997-06-05 00:00:00.000
10560       Callahan             Laura      1997-06-06 00:00:00.000
10561       Fuller               Andrew     1997-06-06 00:00:00.000
10562       Davolio              Nancy      1997-06-09 00:00:00.000
10563       Fuller               Andrew     1997-06-10 00:00:00.000
10564       Peacock              Margaret   1997-06-10 00:00:00.000
10565       Callahan             Laura      1997-06-11 00:00:00.000
10566       Dodsworth            Anne       1997-06-12 00:00:00.000
10567       Davolio              Nancy      1997-06-12 00:00:00.000
10568       Leverling            Janet      1997-06-13 00:00:00.000
10569       Buchanan             Steven     1997-06-16 00:00:00.000
10570       Leverling            Janet      1997-06-17 00:00:00.000
10571       Callahan             Laura      1997-06-17 00:00:00.000
10572       Leverling            Janet      1997-06-18 00:00:00.000
10573       King                 Robert     1997-06-19 00:00:00.000
10574       Peacock              Margaret   1997-06-19 00:00:00.000
10575       Buchanan             Steven     1997-06-20 00:00:00.000
10576       Leverling            Janet      1997-06-23 00:00:00.000
10577       Dodsworth            Anne       1997-06-23 00:00:00.000
10578       Peacock              Margaret   1997-06-24 00:00:00.000
10579       Davolio              Nancy      1997-06-25 00:00:00.000
10580       Peacock              Margaret   1997-06-26 00:00:00.000
10581       Leverling            Janet      1997-06-26 00:00:00.000
10582       Leverling            Janet      1997-06-27 00:00:00.000
10583       Fuller               Andrew     1997-06-30 00:00:00.000
10584       Peacock              Margaret   1997-06-30 00:00:00.000
10585       King                 Robert     1997-07-01 00:00:00.000
10586       Dodsworth            Anne       1997-07-02 00:00:00.000
10587       Davolio              Nancy      1997-07-02 00:00:00.000
10588       Fuller               Andrew     1997-07-03 00:00:00.000
10589       Callahan             Laura      1997-07-04 00:00:00.000
10590       Peacock              Margaret   1997-07-07 00:00:00.000
10591       Davolio              Nancy      1997-07-07 00:00:00.000
10592       Leverling            Janet      1997-07-08 00:00:00.000
10593       King                 Robert     1997-07-09 00:00:00.000
10594       Leverling            Janet      1997-07-09 00:00:00.000
10595       Fuller               Andrew     1997-07-10 00:00:00.000
10596       Callahan             Laura      1997-07-11 00:00:00.000
10597       King                 Robert     1997-07-11 00:00:00.000
10598       Davolio              Nancy      1997-07-14 00:00:00.000
10599       Suyama               Michael    1997-07-15 00:00:00.000
10600       Peacock              Margaret   1997-07-16 00:00:00.000
10601       King                 Robert     1997-07-16 00:00:00.000
10602       Callahan             Laura      1997-07-17 00:00:00.000
10603       Callahan             Laura      1997-07-18 00:00:00.000
10604       Davolio              Nancy      1997-07-18 00:00:00.000
10605       Davolio              Nancy      1997-07-21 00:00:00.000
10606       Peacock              Margaret   1997-07-22 00:00:00.000
10607       Buchanan             Steven     1997-07-22 00:00:00.000
10608       Peacock              Margaret   1997-07-23 00:00:00.000
10609       King                 Robert     1997-07-24 00:00:00.000
10610       Callahan             Laura      1997-07-25 00:00:00.000
10611       Suyama               Michael    1997-07-25 00:00:00.000
10612       Davolio              Nancy      1997-07-28 00:00:00.000
10613       Peacock              Margaret   1997-07-29 00:00:00.000
10614       Callahan             Laura      1997-07-29 00:00:00.000
10615       Fuller               Andrew     1997-07-30 00:00:00.000
10616       Davolio              Nancy      1997-07-31 00:00:00.000
10617       Peacock              Margaret   1997-07-31 00:00:00.000
10618       Davolio              Nancy      1997-08-01 00:00:00.000
10619       Leverling            Janet      1997-08-04 00:00:00.000
10620       Fuller               Andrew     1997-08-05 00:00:00.000
10621       Peacock              Margaret   1997-08-05 00:00:00.000
10622       Peacock              Margaret   1997-08-06 00:00:00.000
10623       Callahan             Laura      1997-08-07 00:00:00.000
10624       Peacock              Margaret   1997-08-07 00:00:00.000
10625       Leverling            Janet      1997-08-08 00:00:00.000
10626       Davolio              Nancy      1997-08-11 00:00:00.000
10627       Callahan             Laura      1997-08-11 00:00:00.000
10628       Peacock              Margaret   1997-08-12 00:00:00.000
10629       Peacock              Margaret   1997-08-12 00:00:00.000
10630       Davolio              Nancy      1997-08-13 00:00:00.000
10631       Callahan             Laura      1997-08-14 00:00:00.000
10632       Callahan             Laura      1997-08-14 00:00:00.000
10633       King                 Robert     1997-08-15 00:00:00.000
10634       Peacock              Margaret   1997-08-15 00:00:00.000
10635       Callahan             Laura      1997-08-18 00:00:00.000
10636       Peacock              Margaret   1997-08-19 00:00:00.000
10637       Suyama               Michael    1997-08-19 00:00:00.000
10638       Leverling            Janet      1997-08-20 00:00:00.000
10639       King                 Robert     1997-08-20 00:00:00.000
10640       Peacock              Margaret   1997-08-21 00:00:00.000
10641       Peacock              Margaret   1997-08-22 00:00:00.000
10642       King                 Robert     1997-08-22 00:00:00.000
10643       Suyama               Michael    1997-08-25 00:00:00.000
10644       Leverling            Janet      1997-08-25 00:00:00.000
10645       Peacock              Margaret   1997-08-26 00:00:00.000
10646       Dodsworth            Anne       1997-08-27 00:00:00.000
10647       Peacock              Margaret   1997-08-27 00:00:00.000
10648       Buchanan             Steven     1997-08-28 00:00:00.000
10649       Buchanan             Steven     1997-08-28 00:00:00.000
10650       Buchanan             Steven     1997-08-29 00:00:00.000
10651       Callahan             Laura      1997-09-01 00:00:00.000
10652       Peacock              Margaret   1997-09-01 00:00:00.000
10653       Davolio              Nancy      1997-09-02 00:00:00.000
10654       Buchanan             Steven     1997-09-02 00:00:00.000
10655       Davolio              Nancy      1997-09-03 00:00:00.000
10656       Suyama               Michael    1997-09-04 00:00:00.000
10657       Fuller               Andrew     1997-09-04 00:00:00.000
10658       Peacock              Margaret   1997-09-05 00:00:00.000
10659       King                 Robert     1997-09-05 00:00:00.000
10660       Callahan             Laura      1997-09-08 00:00:00.000
10661       King                 Robert     1997-09-09 00:00:00.000
10662       Leverling            Janet      1997-09-09 00:00:00.000
10663       Fuller               Andrew     1997-09-10 00:00:00.000
10664       Davolio              Nancy      1997-09-10 00:00:00.000
10665       Davolio              Nancy      1997-09-11 00:00:00.000
10666       King                 Robert     1997-09-12 00:00:00.000
10667       King                 Robert     1997-09-12 00:00:00.000
10668       Davolio              Nancy      1997-09-15 00:00:00.000
10669       Fuller               Andrew     1997-09-15 00:00:00.000
10670       Peacock              Margaret   1997-09-16 00:00:00.000
10671       Davolio              Nancy      1997-09-17 00:00:00.000
10672       Dodsworth            Anne       1997-09-17 00:00:00.000
10673       Fuller               Andrew     1997-09-18 00:00:00.000
10674       Peacock              Margaret   1997-09-18 00:00:00.000
10675       Buchanan             Steven     1997-09-19 00:00:00.000
10676       Fuller               Andrew     1997-09-22 00:00:00.000
10677       Davolio              Nancy      1997-09-22 00:00:00.000
10678       King                 Robert     1997-09-23 00:00:00.000
10679       Callahan             Laura      1997-09-23 00:00:00.000
10680       Davolio              Nancy      1997-09-24 00:00:00.000
10681       Leverling            Janet      1997-09-25 00:00:00.000
10682       Leverling            Janet      1997-09-25 00:00:00.000
10683       Fuller               Andrew     1997-09-26 00:00:00.000
10684       Leverling            Janet      1997-09-26 00:00:00.000
10685       Peacock              Margaret   1997-09-29 00:00:00.000
10686       Fuller               Andrew     1997-09-30 00:00:00.000
10687       Dodsworth            Anne       1997-09-30 00:00:00.000
10688       Peacock              Margaret   1997-10-01 00:00:00.000
10689       Davolio              Nancy      1997-10-01 00:00:00.000
10690       Davolio              Nancy      1997-10-02 00:00:00.000
10691       Fuller               Andrew     1997-10-03 00:00:00.000
10692       Peacock              Margaret   1997-10-03 00:00:00.000
10693       Leverling            Janet      1997-10-06 00:00:00.000
10694       Callahan             Laura      1997-10-06 00:00:00.000
10695       King                 Robert     1997-10-07 00:00:00.000
10696       Callahan             Laura      1997-10-08 00:00:00.000
10697       Leverling            Janet      1997-10-08 00:00:00.000
10698       Peacock              Margaret   1997-10-09 00:00:00.000
10699       Leverling            Janet      1997-10-09 00:00:00.000
10700       Leverling            Janet      1997-10-10 00:00:00.000
10701       Suyama               Michael    1997-10-13 00:00:00.000
10702       Peacock              Margaret   1997-10-13 00:00:00.000
10703       Suyama               Michael    1997-10-14 00:00:00.000
10704       Suyama               Michael    1997-10-14 00:00:00.000
10705       Dodsworth            Anne       1997-10-15 00:00:00.000
10706       Callahan             Laura      1997-10-16 00:00:00.000
10707       Peacock              Margaret   1997-10-16 00:00:00.000
10708       Suyama               Michael    1997-10-17 00:00:00.000
10709       Davolio              Nancy      1997-10-17 00:00:00.000
10710       Davolio              Nancy      1997-10-20 00:00:00.000
10711       Buchanan             Steven     1997-10-21 00:00:00.000
10712       Leverling            Janet      1997-10-21 00:00:00.000
10713       Davolio              Nancy      1997-10-22 00:00:00.000
10714       Buchanan             Steven     1997-10-22 00:00:00.000
10715       Leverling            Janet      1997-10-23 00:00:00.000
10716       Peacock              Margaret   1997-10-24 00:00:00.000
10717       Davolio              Nancy      1997-10-24 00:00:00.000
10718       Davolio              Nancy      1997-10-27 00:00:00.000
10719       Callahan             Laura      1997-10-27 00:00:00.000
10720       Callahan             Laura      1997-10-28 00:00:00.000
10721       Buchanan             Steven     1997-10-29 00:00:00.000
10722       Callahan             Laura      1997-10-29 00:00:00.000
10723       Leverling            Janet      1997-10-30 00:00:00.000
10724       Callahan             Laura      1997-10-30 00:00:00.000
10725       Peacock              Margaret   1997-10-31 00:00:00.000
10726       Peacock              Margaret   1997-11-03 00:00:00.000
10727       Fuller               Andrew     1997-11-03 00:00:00.000
10728       Peacock              Margaret   1997-11-04 00:00:00.000
10729       Callahan             Laura      1997-11-04 00:00:00.000
10730       Buchanan             Steven     1997-11-05 00:00:00.000
10731       King                 Robert     1997-11-06 00:00:00.000
10732       Leverling            Janet      1997-11-06 00:00:00.000
10733       Davolio              Nancy      1997-11-07 00:00:00.000
10734       Fuller               Andrew     1997-11-07 00:00:00.000
10735       Suyama               Michael    1997-11-10 00:00:00.000
10736       Dodsworth            Anne       1997-11-11 00:00:00.000
10737       Fuller               Andrew     1997-11-11 00:00:00.000
10738       Fuller               Andrew     1997-11-12 00:00:00.000
10739       Leverling            Janet      1997-11-12 00:00:00.000
10740       Peacock              Margaret   1997-11-13 00:00:00.000
10741       Peacock              Margaret   1997-11-14 00:00:00.000
10742       Leverling            Janet      1997-11-14 00:00:00.000
10743       Davolio              Nancy      1997-11-17 00:00:00.000
10744       Suyama               Michael    1997-11-17 00:00:00.000
10745       Dodsworth            Anne       1997-11-18 00:00:00.000
10746       Davolio              Nancy      1997-11-19 00:00:00.000
10747       Suyama               Michael    1997-11-19 00:00:00.000
10748       Leverling            Janet      1997-11-20 00:00:00.000
10749       Peacock              Margaret   1997-11-20 00:00:00.000
10750       Dodsworth            Anne       1997-11-21 00:00:00.000
10751       Leverling            Janet      1997-11-24 00:00:00.000
10752       Fuller               Andrew     1997-11-24 00:00:00.000
10753       Leverling            Janet      1997-11-25 00:00:00.000
10754       Suyama               Michael    1997-11-25 00:00:00.000
10755       Peacock              Margaret   1997-11-26 00:00:00.000
